PaymentID,InvoiceID,PaymentDate,PaymentAmount
858,1577,2025-12-20,1267.55
859,1578,2024-03-16,1729.96
860,1579,2024-10-14,3381.33
861,1580,2025-12-08,4080.55
862,1581,2025-03-22,3181.66
863,1582,2024-04-13,1398.51
864,1584,2024-06-18,2657.66
865,1585,2025-09-18,1108.69
866,1587,2025-06-02,257.93
867,1591,2024-10-27,1566.42
868,1592,2025-11-17,801.63
869,1593,2025-01-14,3216.01
870,1596,2025-09-27,1241.69
871,1599,2024-09-23,2385.11
872,1600,2025-09-15,4401.12
873,1601,2026-02-10,1589.13
874,1602,2025-03-09,2493.6
875,1604,2025-11-19,452.97
876,1605,2025-05-19,5847.4
877,1606,2025-12-31,1114.77
878,1607,2024-12-02,3269.28
879,1609,2025-08-26,552.24
880,1614,2024-02-17,3996.11
881,1615,2025-11-09,1336.76
882,1619,2025-10-13,1044.91
883,1620,2025-03-09,884.58
884,1621,2024-10-05,5315.29
885,1622,2024-05-03,7425.66
886,1623,2025-08-26,4409.14
887,1625,2025-11-23,3213.66
888,1627,2024-11-21,1867.52
889,1630,2025-01-31,3138.21
890,1632,2026-02-09,1706.96
891,1633,2024-11-07,1691.78
892,1634,2024-08-10,1871.11
893,1635,2025-12-11,1009.66
894,1639,2025-05-07,1496.31
895,1644,2025-08-16,5777.76
896,1645,2024-09-13,947.94
897,1651,2025-03-24,2851.81
898,1652,2024-04-15,590.05
899,1655,2025-01-22,5918.88
900,1656,2024-05-06,4382.24
901,1658,2025-11-05,3289.47
902,1662,2024-12-05,977.11
903,1666,2024-02-12,7323.66
904,1667,2025-10-05,2987.83
905,1668,2025-01-12,1219.87
906,1669,2024-05-15,4853.94
907,1671,2025-01-18,3688.11
908,1672,2025-04-03,341.33
909,1673,2024-02-08,3418.44
910,1674,2024-04-04,5668.81
911,1677,2024-05-02,4010.54
912,1680,2024-08-03,1795.92
913,1681,2024-05-27,5195.09
914,1684,2025-05-11,3902.0
915,1687,2025-05-03,7782.83
916,1688,2024-06-26,2587.44
917,1690,2024-10-06,7073.03
918,1691,2024-08-10,1969.1
919,1693,2024-07-29,2306.67
920,1695,2024-05-06,2826.26
921,1696,2024-05-02,1560.0
922,1697,2025-03-04,4013.39
923,1699,2025-09-18,174.24
924,1702,2025-12-31,4616.24
925,1704,2024-11-27,1028.69
926,1705,2026-01-07,1440.92
927,1706,2025-06-01,1581.51
928,1708,2025-03-15,938.78
929,1711,2025-04-02,1801.18
930,1712,2025-03-24,5595.45
931,1713,2025-05-16,1644.15
932,1717,2025-12-10,3692.28
933,1718,2024-06-18,2829.74
934,1720,2024-12-18,2667.03
935,1723,2025-04-30,8400.55
936,1724,2024-08-17,2447.43
937,1726,2025-11-16,1116.77
938,1727,2025-04-29,3284.43
939,1729,2025-07-08,1645.69
940,1730,2025-04-26,1738.97
941,1731,2025-12-20,3335.07
942,1732,2025-07-28,3775.53
943,1733,2024-11-14,1999.35
944,1734,2024-10-30,5302.94
945,1735,2025-09-05,1690.92
946,1736,2024-08-22,3089.15
947,1737,2026-01-25,4858.45
948,1739,2025-11-22,3097.65
949,1741,2024-02-28,3891.88
950,1742,2025-03-03,5372.64
951,1743,2025-01-31,2540.81
952,1744,2025-03-05,744.49
953,1746,2024-07-03,1329.7
954,1747,2024-10-15,1784.59
955,1748,2024-06-11,8544.99
956,1749,2025-12-04,832.01
957,1751,2025-11-05,6023.8
958,1752,2025-06-01,1927.27
959,1753,2024-10-18,3181.54
960,1757,2025-04-17,2490.9
961,1758,2025-08-30,3049.82
962,1761,2024-08-16,3782.72
963,1762,2025-06-28,3855.49
964,1766,2025-05-21,2357.74
965,1767,2024-05-05,1728.5
966,1772,2024-03-24,4661.83
967,1773,2025-10-02,1565.5
968,1776,2025-04-14,1782.48
969,1777,2024-07-25,963.05
970,1780,2024-03-25,4711.57
971,1783,2025-12-29,1461.15
972,1788,2024-12-14,1080.98
973,1789,2024-08-28,1174.72
974,1790,2025-12-08,1994.84
975,1792,2024-11-13,1399.77
976,1797,2026-01-01,6784.99
977,1798,2024-08-18,3177.29
978,1801,2025-08-16,5057.67
979,1804,2024-09-09,5433.93
980,1805,2024-06-21,3781.38
981,1806,2024-12-27,2253.44
982,1808,2025-05-27,883.3
983,1809,2025-01-04,4259.75
984,1810,2025-06-23,4716.15
985,1811,2025-03-01,2510.05
986,1812,2025-05-19,3593.72
987,1813,2024-10-01,1605.28
988,1814,2024-05-10,2205.48
989,1815,2024-04-30,6343.01
990,1816,2024-11-18,2459.46
991,1817,2024-08-21,5874.02
992,1818,2025-06-21,2810.0
993,1819,2026-01-08,3140.15
994,1821,2025-07-24,2955.25
995,1824,2025-09-17,3735.11
996,1825,2025-12-02,4069.91
997,1827,2024-11-23,543.18
998,1830,2024-11-13,2357.94
999,1831,2024-09-19,2615.55
1000,1834,2025-11-10,678.51
1001,1835,2024-03-19,2245.91
1002,1836,2025-08-01,2624.78
1003,1839,2025-08-12,4539.56
1004,1840,2025-04-23,4578.27
1005,1843,2025-06-25,1784.81
1006,1844,2025-10-11,1594.4
1007,1846,2025-09-26,2066.04
1008,1849,2025-06-03,1970.84
1009,1853,2024-07-16,655.81
1010,1855,2026-01-11,3928.39
1011,1857,2024-08-22,8179.16
1012,1860,2025-01-16,2935.94
1013,1861,2024-07-05,834.9
1014,1862,2025-10-13,6921.05
1015,1863,2025-09-24,1467.06
1016,1867,2024-12-21,1127.24
1017,1869,2024-03-09,2530.17
1018,1870,2025-10-31,824.77
1019,1873,2025-03-14,2170.98
1020,1877,2025-05-22,3448.68
1021,1878,2025-10-29,4393.49
1022,1879,2025-08-29,687.01
1023,1886,2024-04-15,2244.21
1024,1887,2024-11-14,3626.72
1025,1889,2024-09-06,2850.24
1026,1890,2025-01-15,11911.15
1027,1891,2025-11-30,2440.93
1028,1893,2024-08-10,1467.96
1029,1894,2026-01-29,1073.11
1030,1895,2025-07-23,3696.81
1031,1897,2026-01-28,3005.67
1032,1898,2025-08-08,1888.64
1033,1899,2025-04-13,2001.25
1034,1901,2025-05-13,3710.99
1035,1903,2025-08-12,1373.17
1036,1904,2026-01-10,4601.76
1037,1907,2025-11-25,2793.93
1038,1908,2024-07-30,1122.36
1039,1909,2024-10-17,3148.55
1040,1910,2024-07-20,1803.33
1041,1911,2025-11-30,2222.71
1042,1913,2024-07-08,3810.82
1043,1915,2024-05-18,3182.53
1044,1916,2024-12-25,8231.36
1045,1917,2025-01-08,2423.97
1046,1921,2025-05-26,1239.98
1047,1922,2024-02-22,1760.0
1048,1923,2025-04-09,1937.35
1049,1924,2025-01-07,1501.3
1050,1925,2025-11-16,3111.49
1051,1929,2025-08-12,882.23
1052,1932,2026-02-01,4243.66
1053,1935,2025-05-12,6635.62
1054,1936,2025-08-04,3405.83
1055,1937,2026-02-09,6488.11
1056,1941,2024-02-28,4428.81
1057,1942,2024-10-25,3705.5
1058,1944,2024-08-16,1226.06
1059,1947,2025-05-21,740.86
1060,1948,2024-03-19,2229.58
1061,1952,2024-05-11,574.06
1062,1953,2025-11-16,3079.24
1063,1959,2025-09-26,603.59
1064,1961,2024-06-18,2144.18
1065,1963,2024-08-29,2907.36
1066,1964,2025-03-01,5240.7
1067,1967,2025-12-26,2674.49
1068,1968,2024-12-08,3908.38
1069,1969,2024-03-23,4295.04
1070,1974,2024-12-31,1734.85
1071,1976,2025-01-17,2641.19
1072,1979,2025-01-20,2785.95
1073,1980,2024-04-13,2872.81
1074,1985,2024-05-26,1367.28
1075,1986,2026-03-05,2611.1
1076,1987,2025-05-23,1776.45
1077,1990,2026-01-23,438.58
1078,1992,2025-08-14,1013.21
1079,1994,2025-12-20,2564.66
1080,1995,2025-12-02,1566.71
1081,1997,2025-05-06,4014.26
1082,2002,2025-07-12,7140.69
1083,2003,2026-02-14,1895.03
1084,2004,2024-06-23,2800.82
1085,2006,2025-09-16,2139.97
1086,2007,2024-09-02,5040.17
1087,2009,2024-03-06,2064.61
1088,2012,2024-07-22,6695.02
1089,2014,2024-05-03,3479.92
1090,2016,2024-10-11,3432.37
1091,2017,2024-06-23,1986.72
1092,2018,2024-03-26,8286.46
1093,2022,2024-12-21,843.16
1094,2025,2025-06-28,1445.9
1095,2028,2025-09-11,1567.72
1096,2030,2024-07-04,1589.39
1097,2031,2025-05-13,1449.75
1098,2032,2024-09-26,1980.15
1099,2033,2024-03-23,3679.09
1100,2035,2025-05-17,5641.38
1101,2036,2025-11-08,3458.32
1102,2037,2024-07-30,1291.15
1103,2038,2025-01-24,1799.03
1104,2039,2025-05-05,4113.19
1105,2041,2024-09-03,1021.61
1106,2043,2024-09-23,2536.89
1107,2048,2025-05-27,987.92
1108,2049,2024-05-26,2584.86
1109,2050,2025-11-01,2612.32
1110,2051,2026-01-12,1424.14
1111,2052,2024-04-02,1381.14
1112,2053,2025-06-01,5396.42
1113,2055,2024-09-21,4659.93
1114,2060,2024-09-02,6639.01
1115,2061,2025-04-23,1653.81
1116,2063,2024-09-04,1934.58
1117,2065,2025-03-23,4717.54
1118,2066,2025-09-01,2452.97
1119,2067,2025-12-10,2919.24
1120,2068,2025-04-16,3838.3
1121,2071,2026-01-18,1854.94
1122,2072,2025-01-06,2110.78
1123,2074,2024-08-06,2075.51
1124,2075,2024-08-21,3681.62
1125,2076,2025-05-03,6570.74
1126,2077,2025-03-15,3727.08
1127,2078,2025-10-08,617.15
1128,2079,2025-07-23,2112.19
1129,2082,2024-03-22,683.52
1130,2084,2024-02-27,2899.49
1131,2085,2024-12-04,4151.51
1132,2090,2024-05-09,2685.39
1133,2092,2024-08-25,1816.28
1134,2093,2025-11-01,3230.9
1135,2097,2025-10-20,2418.96
1136,2098,2025-03-18,3839.56
1137,2100,2025-05-30,381.98
1138,2106,2024-10-31,478.0
1139,2109,2024-10-14,1886.3
1140,2114,2025-06-24,5976.67
1141,2115,2024-12-05,2636.23
1142,2117,2025-07-06,1979.18
1143,2119,2024-07-02,2520.88
1144,2120,2024-03-30,973.51
1145,2122,2025-03-09,2057.41
1146,2123,2025-08-16,2652.33
1147,2126,2026-03-02,2076.49
1148,2128,2025-09-04,2320.55
1149,2130,2026-02-22,910.91
1150,2131,2024-11-18,974.03
1151,2132,2025-01-17,1568.67
1152,2133,2025-07-28,2363.65
1153,2134,2024-05-07,3790.17
1154,2137,2024-07-01,12810.5
1155,2139,2024-12-26,3157.13
1156,2141,2024-03-12,284.31
1157,2143,2025-09-26,5076.05
1158,2147,2025-12-14,2660.02
1159,2150,2025-05-15,622.08
1160,2153,2025-09-01,2939.33
1161,2155,2025-03-05,3285.72
1162,2158,2024-10-02,1209.43
1163,2159,2025-09-08,3838.51
1164,2160,2025-05-27,1226.23
1165,2161,2025-10-02,2103.78
1166,2162,2024-06-23,1636.54
1167,2166,2025-04-29,1975.25
1168,2167,2025-10-10,5553.4
1169,2169,2024-02-21,246.0
1170,2171,2024-11-14,765.03
1171,2172,2025-03-10,6813.6
1172,2173,2025-07-29,2218.15
1173,2174,2025-03-18,4079.64
1174,2176,2025-11-23,5016.4
1175,2178,2024-03-09,431.15
1176,2179,2026-02-15,1580.83
1177,2180,2024-03-17,1445.45
1178,2184,2024-11-19,1957.71
1179,2186,2024-11-15,2898.8
1180,2187,2024-07-16,1138.59
1181,2188,2026-02-10,3074.38
1182,2189,2025-03-29,1315.35
1183,2190,2025-08-20,2331.04
1184,2191,2024-03-21,1763.39
1185,2192,2024-03-22,5810.36
1186,2195,2024-06-26,1950.05
1187,2197,2024-11-10,593.45
1188,2199,2025-10-27,1774.87
1189,2201,2025-07-09,1685.13
1190,2203,2024-05-11,4272.69
1191,2207,2026-01-06,1002.72
1192,2208,2025-02-23,2770.11
1193,2209,2025-03-24,1165.43
1194,2212,2025-11-18,4635.57
1195,2213,2025-01-28,982.68
1196,2214,2025-06-21,1176.88
1197,2215,2024-09-03,3718.41
1198,2216,2024-05-03,799.47
1199,2219,2024-10-15,2280.71
1200,2221,2024-08-29,3178.01
1201,2224,2024-05-24,743.55
1202,2225,2024-09-29,650.09
1203,2229,2024-12-16,4334.59
1204,2230,2025-04-13,4327.33
1205,2231,2024-10-17,2798.38
1206,2232,2025-05-23,1931.61
1207,2233,2025-12-01,5870.1
1208,2234,2025-07-07,4849.98
1209,2235,2024-09-17,2733.84
1210,2237,2025-04-28,2688.11
1211,2238,2025-04-15,4096.25
1212,2241,2024-04-30,3756.92
1213,2242,2024-03-10,742.0
1214,2243,2025-09-18,1317.4
1215,2244,2025-05-30,1891.33
1216,2245,2024-12-09,2356.07
1217,2248,2025-12-19,2367.88
1218,2254,2025-04-13,4057.59
1219,2255,2024-12-05,3023.86
1220,2256,2024-04-28,3608.83
1221,2260,2025-03-12,722.09
1222,2262,2025-09-20,3504.98
1223,2263,2025-08-31,973.99
1224,2265,2024-06-19,4350.68
1225,2266,2025-10-03,1199.39
1226,2267,2025-06-26,4370.75
1227,2268,2024-04-03,2650.6
1228,2270,2025-06-27,2350.65
1229,2271,2025-03-19,765.94
1230,2274,2025-07-14,1345.32
1231,2277,2025-10-23,2329.9
1232,2279,2025-11-24,2861.66
1233,2280,2025-08-03,4463.23
1234,2281,2024-08-10,5166.89
1235,2284,2025-10-23,895.5
1236,2286,2024-11-02,4476.38
1237,2287,2024-05-29,2493.57
1238,2288,2024-05-15,1488.96
1239,2289,2025-02-24,5020.47
1240,2290,2025-10-10,1124.52
1241,2295,2026-02-20,9112.97
1242,2299,2024-03-16,1845.82
1243,2300,2025-06-07,909.38
1244,2302,2025-12-13,5848.61
1245,2305,2026-01-01,3149.03
1246,2306,2024-08-31,2009.22
1247,2309,2025-10-25,2235.99
1248,2311,2025-05-08,1671.2
1249,2312,2024-04-16,3582.11
1250,2313,2025-06-15,1717.95
1251,2314,2025-09-16,2017.78
1252,2317,2024-08-21,5990.17
1253,2319,2025-06-05,1677.16
1254,2321,2024-03-18,2011.05
1255,2323,2025-07-21,4561.93
1256,2325,2026-01-04,995.61
1257,2326,2024-12-09,2701.52
1258,2328,2025-09-27,1656.46
1259,2331,2025-09-12,1279.92
1260,2332,2024-02-05,1067.29
1261,2334,2025-02-15,5143.86
1262,2336,2025-02-17,4426.49
1263,2337,2025-11-08,967.57
1264,2338,2025-07-29,3828.23
1265,2340,2025-03-18,2417.07
1266,2346,2025-10-06,1890.8
1267,2349,2025-04-22,2354.41
1268,2350,2026-01-02,2319.17
1269,2351,2024-10-28,1033.06
1270,2352,2024-09-06,1523.12
1271,2353,2024-03-30,386.26
1272,2354,2026-03-01,2206.17
1273,2356,2025-05-16,5135.77
1274,2359,2025-12-12,5119.43
1275,2365,2025-10-28,3456.04
1276,2366,2025-01-26,5544.31
1277,2367,2026-01-09,2593.29
1278,2369,2024-07-29,1285.34
1279,2370,2025-01-04,1335.99
1280,2373,2024-07-02,1541.86
1281,2374,2024-11-03,2340.16
1282,2377,2024-10-28,5809.95
1283,2378,2025-10-31,2209.62
1284,2380,2025-09-12,3747.75
1285,2382,2024-04-18,2236.66
1286,2385,2025-07-23,7354.66
1287,2388,2026-01-05,1898.1
1288,2390,2024-06-22,649.55
1289,2391,2024-06-05,1161.25
1290,2395,2025-09-23,1069.69
1291,2397,2024-07-29,2039.89
1292,2398,2024-09-30,11635.41
1293,2400,2024-06-11,2129.48
1294,2401,2025-11-11,4170.74
1295,2402,2024-05-24,801.1
1296,2404,2025-05-10,7324.82
1297,2405,2024-05-12,3438.66
1298,2408,2024-12-20,941.22
1299,2411,2024-09-09,982.61
1300,2413,2024-07-18,2865.43
1301,2414,2025-06-30,1544.56
1302,2416,2024-07-21,2469.89
1303,2418,2024-05-30,3132.7
1304,2419,2024-04-19,3762.51
1305,2423,2024-10-21,1790.07
1306,2424,2024-06-22,1179.04
1307,2425,2025-12-10,2748.36
1308,2426,2025-10-19,2000.69
1309,2427,2025-06-01,2571.45
1310,2428,2024-02-09,5225.43
1311,2429,2024-06-14,2413.63
1312,2430,2025-10-04,5100.6
1313,2431,2024-11-17,2273.29
1314,2432,2025-05-09,6161.79
1315,2433,2025-09-30,3005.14
1316,2434,2025-12-18,5605.7
1317,2436,2025-07-08,1855.37
1318,2437,2024-11-10,1666.49
1319,2439,2025-02-10,2123.89
1320,2440,2024-09-13,3057.29
1321,2442,2024-03-31,2167.2
1322,2443,2025-12-10,6156.13
1323,2447,2025-12-24,2496.05
1324,2449,2024-09-21,1442.7
1325,2450,2024-08-05,2976.0
1326,2456,2025-01-04,2955.35
1327,2458,2025-10-02,6111.21
1328,2463,2024-10-25,1959.74
1329,2465,2024-02-28,1226.53
1330,2468,2025-10-20,2037.76
1331,2469,2025-08-26,940.68
1332,2471,2024-10-03,4366.77
1333,2472,2025-09-18,1638.08
1334,2474,2026-02-23,1285.51
1335,2477,2024-05-18,4628.65
1336,2481,2024-10-27,2628.59
1337,2482,2024-04-30,2861.43
1338,2483,2025-10-20,3528.49
1339,2484,2025-10-15,1545.56
1340,2485,2024-05-17,3632.43
1341,2486,2024-03-18,1121.33
1342,2487,2024-08-08,5322.39
1343,2488,2025-12-03,2349.14
1344,2489,2026-01-13,1935.98
1345,2490,2025-11-23,2657.64
1346,2491,2025-02-27,6045.49
1347,2493,2024-10-20,4926.29
1348,2494,2024-12-22,2459.42
1349,2495,2026-01-26,3234.42
1350,2497,2024-02-29,1156.68
1351,2498,2025-07-25,7195.4
1352,2501,2025-01-18,1174.18
1353,2502,2024-12-12,1532.41
1354,2504,2025-02-07,2978.24
1355,2505,2025-08-09,1819.59
1356,2506,2024-05-29,3399.15
1357,2509,2026-01-20,6575.46
1358,2510,2024-09-07,3047.61
1359,2511,2024-07-31,3387.0
1360,2513,2024-05-27,7291.84
1361,2514,2024-10-22,6832.16
1362,2515,2024-11-08,1400.15
1363,2519,2024-10-19,882.11
1364,2520,2025-08-05,1923.26
1365,2523,2024-06-10,1551.91
1366,2524,2025-11-16,5257.38
1367,2525,2026-01-31,3314.56
1368,2526,2024-02-16,387.85
1369,2528,2025-06-06,808.54
1370,2529,2025-05-25,1874.28
1371,2530,2025-06-14,1856.27
1372,2532,2024-03-25,12210.25
1373,2533,2025-08-31,2408.33
1374,2538,2026-01-08,654.32
1375,2540,2024-12-23,2104.87
1376,2541,2025-07-11,912.3
1377,2542,2024-02-26,3464.47
1378,2544,2025-08-02,1794.21
1379,2545,2025-03-12,4672.12
1380,2547,2025-03-27,2610.06
1381,2548,2024-12-27,4662.7
1382,2552,2025-09-21,1590.79
1383,2554,2024-11-30,1356.01
1384,2555,2026-01-22,4397.38
1385,2556,2026-01-22,6879.51
1386,2557,2025-08-28,6395.94
1387,2559,2024-03-09,2628.58
1388,2563,2024-10-07,1624.57
1389,2564,2024-07-20,3747.16
1390,2565,2024-04-07,3801.07
1391,2569,2024-11-15,1519.49
1392,2570,2024-09-22,4276.67
1393,2573,2024-12-26,3173.99
1394,2575,2024-04-29,2144.43
1395,2576,2024-06-27,2369.09
1396,2577,2025-12-15,607.56
1397,2579,2025-05-14,2078.1
1398,2580,2024-06-28,3990.53
1399,2582,2025-11-25,4823.05
1400,2583,2024-10-19,885.88
1401,2585,2024-04-20,1615.95
1402,2586,2025-12-07,4211.09
1403,2588,2025-03-19,3027.9
1404,2590,2025-05-27,1841.38
1405,2592,2024-08-29,2814.63
1406,2594,2026-01-18,1526.91
1407,2598,2025-11-24,1075.02
1408,2600,2024-04-30,4784.04
1409,2601,2025-05-03,1706.56
1410,2605,2025-08-20,1380.97
1411,2606,2024-04-25,2693.59
1412,2607,2025-04-21,2738.42
1413,2608,2025-03-09,4460.51
1414,2610,2024-12-31,8918.78
1415,2611,2024-12-27,145.72
1416,2613,2025-02-12,1910.85
1417,2615,2025-08-11,3073.0
1418,2616,2025-08-25,1552.6
1419,2617,2025-05-12,3053.19
1420,2618,2024-05-06,4806.36
1421,2619,2025-08-19,2099.94
1422,2621,2026-01-04,3711.63
1423,2622,2025-05-01,5118.0
1424,2623,2025-11-12,854.46
1425,2624,2025-09-19,130.88
1426,2625,2024-08-16,5062.21
1427,2627,2025-09-10,6602.45
1428,2628,2025-12-20,2373.74
1429,2629,2025-06-21,1441.46
1430,2630,2025-04-08,5280.92
1431,2633,2026-01-10,6191.04
1432,2634,2025-04-20,1681.85
1433,2636,2025-07-16,7144.74
1434,2637,2025-09-15,2968.56
1435,2638,2024-12-03,2486.7
1436,2640,2024-07-10,950.82
1437,2641,2025-10-26,4482.54
1438,2643,2025-03-10,418.91
1439,2644,2025-07-28,1307.96
1440,2648,2024-12-18,2108.15
1441,2651,2025-12-10,2725.78
1442,2653,2025-10-30,1556.49
1443,2654,2025-08-14,2782.93
1444,2656,2024-09-09,1855.89
1445,2657,2024-04-09,6352.28
1446,2658,2024-12-31,4253.25
1447,2659,2025-10-23,4615.84
1448,2660,2026-02-07,1454.23
1449,2662,2025-09-18,1014.98
1450,2663,2025-02-18,7932.64
1451,2665,2025-04-12,4012.09
1452,2669,2024-04-28,3894.52
1453,2670,2024-06-07,435.74
1454,2672,2025-10-11,8305.93
1455,2673,2025-10-10,1917.32
1456,2675,2026-02-03,4183.81
1457,2676,2025-02-16,4476.32
1458,2677,2026-01-11,1507.62
1459,2679,2024-03-08,6907.6
1460,2680,2024-03-07,559.13
1461,2681,2024-03-25,1113.85
1462,2685,2024-03-18,5008.75
1463,2687,2025-12-06,2401.43
1464,2689,2025-08-25,1275.82
1465,2690,2024-10-13,1650.47
1466,2691,2025-05-10,1555.73
1467,2692,2025-03-28,1273.59
1468,2693,2024-10-04,2225.55
1469,2694,2025-07-02,3450.23
1470,2695,2024-07-03,3375.01
1471,2696,2024-11-28,3886.42
1472,2698,2024-08-20,2603.79
1473,2700,2024-06-02,2067.31
1474,2703,2025-05-13,4548.44
1475,2705,2024-12-15,2456.82
1476,2707,2025-12-01,7851.54
1477,2708,2024-11-28,2531.47
1478,2709,2024-09-18,4442.78
1479,2710,2024-03-14,2572.61
1480,2711,2024-08-12,2821.96
1481,2712,2025-05-27,1927.95
1482,2714,2025-03-01,1792.38
1483,2716,2025-02-11,6051.87
1484,2717,2024-06-28,1883.03
1485,2718,2024-07-10,1480.2
1486,2719,2024-04-20,1280.93
1487,2722,2024-09-01,2397.65
1488,2724,2024-12-11,3389.59
1489,2727,2025-05-10,1863.59
1490,2729,2025-04-23,1675.95
1491,2730,2025-10-12,5711.36
1492,2733,2025-07-14,939.84
1493,2734,2025-07-11,932.66
1494,2735,2025-04-08,2125.59
1495,2736,2025-08-25,3800.99
1496,2737,2026-01-17,4646.82
1497,2738,2025-11-21,3724.92
1498,2739,2024-10-10,982.29
1499,2741,2025-05-16,2865.85
1500,2745,2026-01-06,3492.78
1501,2746,2024-03-17,2112.92
1502,2747,2024-04-12,5366.64
1503,2748,2025-09-22,3736.78
1504,2752,2025-09-02,3976.18
1505,2756,2025-02-03,1299.31
1506,2757,2025-04-19,1914.45
1507,2758,2025-08-28,2581.56
1508,2759,2024-06-25,2064.82
1509,2760,2025-10-16,1031.69
1510,2763,2024-02-26,737.97
1511,2764,2025-12-01,3881.13
1512,2765,2025-01-17,6260.11
1513,2767,2024-09-26,5257.93
1514,2768,2025-10-08,1180.21
1515,2771,2025-03-12,3669.7
1516,2772,2025-06-20,1238.8
1517,2774,2025-08-28,3248.06
1518,2775,2025-09-22,2114.07
1519,2776,2024-03-22,5605.75
1520,2778,2025-05-08,2647.22
1521,2781,2024-07-27,3861.91
1522,2782,2024-07-20,2639.97
1523,2783,2025-07-30,295.21
1524,2785,2025-02-24,52.15
1525,2786,2024-08-01,3368.4
1526,2788,2025-03-17,724.69
1527,2790,2025-03-17,4597.09
1528,2791,2025-08-02,6186.76
1529,2796,2024-11-15,2285.09
1530,2797,2024-03-30,3785.37
1531,2798,2025-12-30,958.06
1532,2799,2024-09-25,3313.41
1533,2801,2024-03-16,1789.04
1534,2803,2025-08-02,5685.74
1535,2804,2024-08-23,5301.71
1536,2805,2025-01-23,3184.59
1537,2806,2025-03-27,5217.84
1538,2807,2025-05-13,729.01
1539,2808,2025-06-13,2360.0
1540,2812,2025-03-21,1795.14
1541,2813,2025-07-21,3562.08
1542,2814,2024-07-05,3327.51
1543,2815,2026-03-04,1691.7
1544,2822,2024-03-19,3417.46
1545,2823,2024-09-14,4303.73
1546,2824,2025-06-17,2304.01
1547,2825,2025-02-19,1578.0
1548,2827,2026-01-13,2009.24
1549,2828,2025-05-13,2523.04
1550,2829,2025-01-05,2043.72
1551,2830,2024-09-07,2073.6
1552,2831,2024-06-19,1252.23
1553,2833,2025-11-08,1305.8
1554,2834,2025-09-24,3919.12
1555,2835,2025-11-29,2764.43
1556,2836,2026-01-27,1356.99
1557,2838,2025-12-10,4071.22
1558,2839,2024-07-01,1236.46
1559,2841,2024-02-07,1079.84
1560,2842,2025-10-27,2781.5
1561,2843,2024-07-11,390.98
1562,2844,2026-02-26,562.19
1563,2846,2025-06-03,398.4
1564,2848,2024-09-15,3007.58
1565,2849,2025-07-30,6812.58
1566,2851,2024-07-24,5113.81
1567,2852,2024-09-08,886.58
1568,2853,2025-11-14,3036.09
1569,2855,2025-10-01,2589.33
1570,2859,2025-06-15,1774.35
1571,2860,2024-09-30,4052.21
1572,2861,2025-01-20,4306.31
1573,2862,2024-03-27,1069.84
1574,2864,2025-04-29,2269.83
1575,2869,2025-06-23,977.26
1576,2870,2024-10-21,1185.7
1577,2871,2025-04-13,1805.64
1578,2872,2025-06-26,713.49
1579,2873,2026-02-06,5710.47
1580,2874,2025-09-12,2215.52
1581,2875,2024-04-10,2873.8
1582,2876,2024-06-12,2037.49
1583,2878,2024-11-25,1145.86
1584,2880,2024-08-29,3906.18
1585,2882,2024-06-05,1201.74
1586,2884,2025-07-06,4277.07
1587,2885,2025-06-10,6683.38
1588,2886,2025-10-23,4298.48
1589,2887,2024-06-17,5161.46
1590,2888,2025-10-09,6375.94
1591,2891,2025-05-12,1299.43
1592,2893,2024-06-15,3264.62
1593,2894,2024-03-17,2702.62
1594,2895,2024-11-19,2499.17
1595,2900,2025-04-13,2075.0
1596,2902,2025-11-05,1574.49
1597,2903,2025-09-11,3431.56
1598,2906,2025-05-22,1958.04
1599,2907,2025-06-08,1885.25
1600,2910,2025-07-30,5250.11
1601,2911,2025-10-30,2952.41
1602,2913,2024-02-20,3906.73
1603,2915,2025-01-04,2142.4
1604,2919,2024-09-29,1611.74
1605,2920,2024-11-02,2064.65
1606,2921,2025-11-13,1202.79
1607,2922,2024-09-16,1363.2
1608,2923,2024-02-08,8178.04
1609,2924,2025-01-12,2869.94
1610,2926,2024-03-10,4309.87
1611,2927,2024-07-02,11654.97
1612,2932,2025-05-28,2200.67
1613,2934,2024-08-22,635.27
1614,2936,2024-02-27,1190.14
1615,2939,2024-09-11,878.57
1616,2940,2025-06-18,1833.01
1617,2941,2025-10-18,5102.08
1618,2942,2025-04-12,2476.39
1619,2943,2025-09-18,3237.86
1620,2948,2026-01-31,3516.69
1621,2949,2024-07-01,952.14
1622,2951,2025-04-01,3194.45
1623,2953,2024-04-19,2303.55
1624,2954,2024-07-21,5818.54
1625,2955,2025-07-19,6237.05
1626,2957,2024-04-08,792.59
1627,2958,2025-06-09,3467.58
1628,2960,2025-02-03,2615.68
1629,2962,2025-07-10,836.7
1630,2963,2025-08-12,2527.82
1631,2964,2025-04-18,8582.41
1632,2967,2024-11-15,1948.53
1633,2969,2024-03-06,2743.73
1634,2974,2024-11-20,7568.5
1635,2976,2025-04-21,2026.36
1636,2977,2025-01-13,5374.21
1637,2980,2025-06-20,8782.61
1638,2981,2024-03-03,6748.83
1639,2982,2025-07-17,8267.79
1640,2983,2024-04-15,5573.32
1641,2984,2025-06-04,3743.47
1642,2986,2024-10-12,3438.07
1643,2988,2025-07-17,1499.42
1644,2989,2024-09-24,1723.91
1645,2990,2024-12-07,2554.84
1646,2991,2025-09-15,345.9
